Género,Título,Adivinanza 2,Artista,Spotify
Banda,Me Extraño,"El recuerdo de lo que solía ser, pero ahora sólo en mi mente queda.","Romeo Santos, Christian Nodal",https://open.spotify.com/track/3qx4POjFiODHPwCBjq8IEW
Tropical,Me Faltas Tú,Ese vacío que sientes cuando alguien especial ya no está contigo.,Eddie Santiago,https://open.spotify.com/track/6TPzGDw79YNBzsL6FoqhiJ
Tropical,Me Fascina Esa Mujer,Una dama que atrae con un encanto irresistible.,Omar Alfanno,https://open.spotify.com/track/2ybmoT1DlnxVHt4RTEdBwx
Banda,ME GUSTAS,"Siento agrado por ti, y esa atracción me resulta muy clara.",Grupo Frontera,https://open.spotify.com/track/3asg0JPGx2OKqor5jhZXT8
Vallenato,Me Gustas Mucho,"Siento una gran atracción por ti, de una manera intensa y clara.","Luis Mateus, La Nueva Generación",https://open.spotify.com/track/29XoPNlwQVMQnAbYXJXDBq
Vallenato,Me Haces Daño,El efecto de tus acciones sobre mi bienestar emocional.,"Luis Mateus, La Nueva Generación",https://open.spotify.com/track/1ECf2NTDkyxJybHJvHbkXG
Vallenato,Me Haces Tanta Falta,Tu ausencia pesa como un ladrillo en mi pecho.,Los Gigantes Del Vallenato,https://open.spotify.com/track/2T90q99RFGPXKocoOKaooQ
Tropical,Me Liberé,"Rompiendo cadenas que ataban mi ser, ahora soy dueño de mi destino.",El Gran Combo De Puerto Rico,https://open.spotify.com/track/1IcnHHfeAkdc88LybFWwb9
Urbana,Me Llamas (feat. Maluma) - Remix,"Cuando necesitas compañía, pero solo recibes el eco de un nombre.","Piso 21, Maluma, Juan Luis Londoño Arias ""Maluma""",https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
Vallenato,Me Mata la Melancolía,"Una sensación que te consume, ligada a la nostalgia profunda que no se apaga.",Los Gigantes Del Vallenato,https://open.spotify.com/track/5jXt0cLk4bIuWkGoCyNOIa
Tropical,Me Mata La Soledad,"Una compañera que nunca se va, me envuelve y me consume en su abrazo.",Tito Rojas,https://open.spotify.com/track/3EKsRQDRXgXHmNxQZ76MFc
Tropical,Me Negó,"Un rechazo absoluto, como cuando el amor se niega a manifestarse.",Adolescent's Orquesta,https://open.spotify.com/track/73Wi69BqzsFX1QIAD144qN
Tropical,Me Niegas Tanto Amor,Rechazas de manera reiterada ese sentimiento hacia mí.,Pedro Conga,https://open.spotify.com/track/5rZ4XYvFC48L2fw2rUNc3o
Urbana,Me Niego (feat. Ozuna & Wisin),"Rechazo a aceptar lo inevitable, aunque el corazón insista.","Reik, Ozuna, Wisin",https://open.spotify.com/track/4ggiDYAkJ7Yk8d5xOr7Xjo
Vallenato,Me Parte el Corazón,Un órgano que bombea amor se quiebra por el dolor.,Daniel Calderón,https://open.spotify.com/track/70H4JDr5CUk1aHY0LtVSpN
Urbana,Me Pones en Tensión,Un estado de nervios que causa una persona que te atrae con intensidad.,"The Noise, Zion & Lennox",https://open.spotify.com/track/5WVZfMIrS6hbvwG8hpRHCR
Urbana,Me Porto Bonito,"Compórtate de una manera agradable, que la apariencia sea todo un deleite.","Bad Bunny, Chencho Corleone",https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx
Urbana,Me Provocas,El efecto de ser un imán que atrae mis deseos.,"Fumaratto, Valka",https://open.spotify.com/track/4LjqHtfkcDdO2o3i0Z7AxJ
Tropical,Me Quiero Ir Contigo,Deseo de partir hacia el lugar donde tú estés.,Mauro Castillo,https://open.spotify.com/track/5TcZeUZgSI2eQfZtTyce1L
Banda,Me Sacaron Del Tenampa - En Vivo,"Te expulsaron de un famoso lugar donde se toca música mexicana, sin opción de volver.",Yeison Jimenez,https://open.spotify.com/track/6LkrwhGLc9XlmWeuk7Q78z
Pop Latino,Me Soltaste,Liberaste el anhelo que me unía a ti.,Jesse & Joy,https://open.spotify.com/track/02yD6Wmpx5kLAoXLQOnuEb
Tropical,Me Tengo Que Ir,Una afirmación que indica que es momento de marcharse.,Adolescent's Orquesta,https://open.spotify.com/track/3kNQh1pLaQbZZoh6GDzHGp
Urbana,Me Tienes Que Olvidar,Lo que se necesita hacer cuando el amor ya no está presente en el corazón.,Aspirante,https://open.spotify.com/track/2gccx1c94LkVYh3x6dCLMW
Vallenato,Me Tiraste Al Mar,"Te lanzaron a las profundidades del océano, sin un salvavidas.",Los Diablitos,https://open.spotify.com/track/4x0fsFljh9cbNLQTZxCov1
Vallenato,Me Tocó Perderte,"Una vez más, el destino me ha fallado, y me deja sin lo que anhelaba.","Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/2nrbEUO1fIZ72I6Jdf1m8h
Banda,Me Tragaba Tus Mentiras,"Cuando creí que todo era verdad, tus palabras se convirtieron en mi alimento.",Jhonny Rivera,https://open.spotify.com/track/0Z2KrRMIL80GrzQUmXsLeu
Tropical,Me Va a Extrañar,"Cuando la ausencia se siente, el deseo de volver a ver a alguien crece.","Aguanile, Proyecto A",https://open.spotify.com/track/4VOP3hGE7XdmgOJNroiPKS
Vallenato,Me Vas A Extrañar,El futuro sin ti: un eco de recuerdos que nunca se apagan.,Binomio de Oro de América,https://open.spotify.com/track/012cYVnGDH4YYAyKhSdIus
Tropical,Me Volvieron A Hablar De Ella,Un antiguo amor vuelve a ser tema de conversación tras su regreso.,Gilberto Santa Rosa,https://open.spotify.com/track/79mr4SK8sOcMrBVIZE2IpZ
Pop Latino,Me Voy,"Decido marcharme, dejando atrás un amor que ya no me hace bien.",Julieta Venegas,https://open.spotify.com/track/100Tm6z29RfHTdUQ6NIs0s
Tropical,Me Voy A Regalar,Decido ofrecerme a mí mismo un presente.,Marc Anthony,https://open.spotify.com/track/3zgmOyM7uUT1xdEXU9r8Bl
Vallenato,Me Voy De Ti,Decido partir hacia un destino sin ti.,Binomio de Oro de América,https://open.spotify.com/track/3IJfVcDe4tZlLAPpEPuGvs
Tropical,Me Voy para Siempre,"Decido tomar un camino sin regreso, dejando atrás lo que ya no es mío.",A Lo Nuestro,https://open.spotify.com/track/5jECPk0o0qLxM4BI0hOPoQ
Tropical,Mecanico,"El experto en ajustes de motores y piezas, quien hace que todo funcione.",Grupo Niche,https://open.spotify.com/track/2h4vki7HgguGrEA6t9VMcc
Urbana,Medallo,"Un lugar en el corazón de Colombia, lleno de ritmo y alegría.","Blessd, Justin Quiles, Lenny Tavárez",https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
Tropical,Medley Julio Iglesias I,Una recopilación de melodías de un famoso cantante español que encanta a muchos.,"Carlos Nuño, La Grande De Madrid",https://open.spotify.com/track/0YwqooCKsgAyG9oqs7kcjS
Pop Anglo,Meet Me Halfway,"En el camino donde ambos deben encontrarse, no todo es al final, hay un término medio.",Black Eyed Peas,https://open.spotify.com/track/3F9ByoUqu31xU0I3G5xfVg
Urbana,Mejor No Nos Vemos,La opción menos favorable es evitar nuestro encuentro.,Rels B,https://open.spotify.com/track/6NT4RZ6CF6qFJqslGdqaRM
Urbana,Mejor que Yo,"Superando mis habilidades, siempre un paso por delante de lo que puedo lograr.",Maisak,https://open.spotify.com/track/4ip9Am8jivJIAio3rsa2Be
Tropical,Mejor Sin Ti,Vivir sin tu presencia puede ser la opción más favorable.,Aguanile,https://open.spotify.com/track/3gRGCKnKZBPK2EmeSsrU7x
Banda,Mejor Solito,"A veces, es preferible estar solo que mal acompañado.",Jhonny Rivera,https://open.spotify.com/track/616loNEG6FJ6wN3eqUcJCD
Tropical,Memorias,Recuerdos de momentos pasados que aún reviven en tu corazón.,ELVIS MAGNO,https://open.spotify.com/track/7uqYVAyZ0gdKPQIdsRCdjc
Pop Latino,Mentira,"Falsedad que se revela en las palabras, un engaño disfrazado de verdad.",La Ley,https://open.spotify.com/track/5Em7MA991Gn3yhheaul0CX
Tropical,Mentira,"Una afirmación que no es cierta, a menudo se le llama así.",Cheo Feliciano,https://open.spotify.com/track/6BGwtzZDboWdUAdtcAj3eQ
Plancha,"Mi Amante Niña, Mi Compañera","El ser querido que ocupa mis pensamientos, con alma de infante y lazo eterno.",Leonardo Favio,https://open.spotify.com/track/7urpqJEBwPvIvd3xKUARED
Tropical,Mi Amuleto,Un objeto de buena suerte que protege lo que más quieres en tu corazón.,Willy Garcia,https://open.spotify.com/track/6roHofIhFbZ9AA2AqHaIOK
Plancha,Mi Buen Amor,"Un afecto que es profundo y sincero, pero que tiene un matiz excepcional.",Camilo Sesto,https://open.spotify.com/track/2vHRfiBVZeUEJhrmXQLA2H
Plancha,Mi Buen Corazón,Un órgano vital que late junto a un adjetivo que describe lo positivo.,Amanda Miguel,https://open.spotify.com/track/5rH8LM84M3eG0ZtzkkYMLD
Plancha,Mi Cacharrito (Road Hog),Un pequeño vehículo que lleva recuerdos y un refugio especial.,Roberto Carlos,https://open.spotify.com/track/0QWTNCHEwPyYyHqglBop9r
Urbana,Mi Cama Huele a Ti (feat. Zion & Lennox),El mueble donde duermes tiene un aroma que recuerda a tu presencia.,"Tito ""El Bambino"", Zion & Lennox",https://open.spotify.com/track/0O21yXz2ywoj4NIIGi38UP
Plancha,Mi Corazón Lloró,"El estado del órgano que siente, desgarrado por la tristeza.",King Clave,https://open.spotify.com/track/5FVBS2wgzQ66TTCeOSkmZq
Urbana,Mi Corazoncito,Pequeño órgano en el pecho que siente en exceso por alguien especial.,Aventura,https://open.spotify.com/track/5I76YtdZkFQReVgKppRd78
Tropical,Mi Credo,Declaración de mis principios y convicciones.,Proyecto A,https://open.spotify.com/track/5Sc2jah3ZApzr7LWzy2DPG
Banda,Mi Decisión - Remix,"Una elección personal que puedes tomar, sin que nadie más interfiera.","Jhonny Rivera, Sebastián Ayala, Andy Rivera",https://open.spotify.com/track/1l8VIDA3SN6UyfSAnr2ytZ
Tropical,Mi Desengaño,La pérdida de la ilusión que se siente al descubrir una verdad amarga.,Roberto Roena Y Su Apollo Sound,https://open.spotify.com/track/1RKBf3NxIYZXKZNzdrXg69
Banda,Mi Desesperación,"Un fuerte anhelo que toca el alma, cuando el tiempo parece no avanzar.",Darío Gómez,https://open.spotify.com/track/3EO0ww2uaTmAVS23zOxAhS
Vallenato,Mi Diosa Humana,"Ser supremo y divino que camina entre los mortales, llenando de luz sus días.","Miguel Morales, Juan David Herrera",https://open.spotify.com/track/1TdS58WrPL19Mtk8iOq529
Vallenato,Mi Dulce Amor,El sabor más placentero de un cariño que alegra el alma.,Los inquietos del vallenato,https://open.spotify.com/track/4ZSvjWWlGJo0x4D9ukmtxU
Plancha,Mi Eterno Amor Secreto,Un cariño oculto que perdura en el tiempo.,Marco Antonio Solís,https://open.spotify.com/track/5obxcZHZMJRx4ynD8SxEoz
Urbana,MI EX TENÍA RAZÓN,El antiguo amor tenía buena percepción sobre lo que iba a pasar.,KAROL G,https://open.spotify.com/track/54zcJnb3tp9c5OVKREZ1Is
Tropical,Mi Gente,"Pueblo unido en celebración y ritmo, todos bailando al son de la vida.",Héctor Lavoe,https://open.spotify.com/track/7epwpv5eX5E5rJLOKMBKS4
Tropical,Mi Hijo y Yo,"Un pequeño y su progenitor, unidos en un vínculo especial.",Grupo Niche,https://open.spotify.com/track/1U8M7PLBq7mlCt4graGE1V
Banda,Mi Historia Entre Tus Dedos,Relato de mis vivencias en el espacio entre tus manos.,Luis Alfonso,https://open.spotify.com/track/0m8MKGOQbebZu8V7ZA4uR4
Pop Latino,Mi Historia Entre Tus Dedos - Remastered 2020,Un relato vivido en el contacto de tus manos y la mía.,Gianluca Grignani,https://open.spotify.com/track/3UgduSS2bCMmatRox69u3g
Tropical,Mi Libertad,"Una sensación que todos anhelamos, sin cadenas que nos aten y nos dejen ser.",Frankie Ruiz,https://open.spotify.com/track/3IubZqk9itERWMMzcAfdt1
Plancha,Mi Mayor Sacrificio,El mayor costo que uno puede pagar por amor.,Marco Antonio Solís,https://open.spotify.com/track/3ro4mInXd3wwUGNmFKINeV
Tropical,Mi Media Mitad,"La parte que completa a alguien, la que se siente como un todo.",Rey Ruiz,https://open.spotify.com/track/64QyipABOzDwoUFqaEnCvU
Tropical,Mi Mundo Es De Ella,El reino que tengo es solo para su majestad.,Maelo Ruiz,https://open.spotify.com/track/3uKPP5bJE6mENDeSdPzDyT
Plancha,"Mi Mundo, Tú",Un universo donde las cosas giran a tu alrededor.,Camilo Sesto,https://open.spotify.com/track/0b7PdaAT8dTBpMwDE4i0Um
Urbana,Mi Niña,Pequeña a la que le dedico mis suspiros y mis mejores deseos.,"Wisin, Myke Towers, Los Legendarios",https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
Vallenato,Mi Novia Mujer,La compañera con quien comparto mi vida es también de mi género.,Los Diablitos,https://open.spotify.com/track/0SX6vVxXIZWtPekU3Ifq0D
Banda,Mi Palabra Contra la de Ellos - En Vivo,Un término que defiende tu visión versus la de un grupo que opina diferente.,Luis Alfonso,https://open.spotify.com/track/0sBVn4NN8VlR9WMmyZ1Cek
Urbana,Mi Pecadito,"Una travesura que me hace sentir culpable, pero que disfruto sin parar.","Mike Bahía, Greeicy",https://open.spotify.com/track/5MlE71RdbkyVTuC0lvzWst
Vallenato,Mi Primer Amor,El afecto inicial que experimentamos con alguien especial.,"Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/25BjqOwuQ1L7MOBfB6Ksm7
Pop Latino,Mi Primer Dia Sin Ti,"El momento en que todo comienza de nuevo, tras la ausencia de una compañía.",Los Enanitos Verdes,https://open.spotify.com/track/7eKkXV2jH4xGefItHAUk9g
Tropical,Mi Pueblo Natal,El lugar donde crecí y guardo mis raíces.,Grupo Niche,https://open.spotify.com/track/6X0at6vx4w2IF6zueRoB8Z
Urbana,mi refe,"Un ejemplo de algo que te guía, en este caso, a donde miras con amor.","Beéle, Ovy On The Drums",https://open.spotify.com/track/7ricDBUakN3N0YkkKE8Obu
Banda,Mi Renuncia,"Una declaración de separación, un acto de dejar atrás lo que fue.",Darío Gómez,https://open.spotify.com/track/7em1GCdeDU60h5r6WUlEIU
Urbana,Mi Santa (feat. Tomatito),"Una figura celestial a la que le atribuyen bondad, acompañada de un nombre propio.","Romeo Santos, Tomatito",https://open.spotify.com/track/4EbAftNM732UGLF8gmIIsX
Vallenato,Mi Segunda Vida,"Una existencia adicional, donde todo vuelve a comenzar.",Binomio de Oro de América,https://open.spotify.com/track/2aRFBt9T9HrNAjP5pwl8wd
Tropical,Mi Segundo Intento,Una oportunidad más para no fallar en el amor.,Bazil Alexander,https://open.spotify.com/track/4H8t4hWGJ3HkktwhkdnMLC
Vallenato,Mi Soledad,"La ausencia que pesa en el alma, un estado de aislamiento profundo.",Los inquietos del vallenato,https://open.spotify.com/track/0p0Uirdld5PsK93kGRj9Xv
Pop Latino,Mi soledad y yo,Una compañera que siempre está presente cuando estoy sin compañía.,Alejandro Sanz,https://open.spotify.com/track/7nY8fkDi2zmlQQHGSN9U9m
Tropical,Mi Sueno,"Aquel anhelo que se busca, la ilusión que se siente al despertar.",Willie Colón,https://open.spotify.com/track/7L1SGKE5a8GeCY03uY4XUS
Tropical,Mi Sueño,Un deseo que se presenta mientras descansas en las nubes.,Willie Colón,https://open.spotify.com/track/7L1SGKE5a8GeCY03uY4XUS
Tropical,Mi Valle del Cauca,"Un lugar fértil en la región, donde el agua y la tierra dan vida.",Grupo Niche,https://open.spotify.com/track/797dBiFlSFD4fVYGlNYc7V
Urbana,Mi Vecinita,"Una joven que vive cerca de ti, que a menudo despierta tu interés.",Plan B,https://open.spotify.com/track/18DmZ510OB9XATcFbQ8vDZ
Banda,Mi Venganza,El regreso de lo que se busca para saldar cuentas personales.,"Alzate, Yeison Jimenez",https://open.spotify.com/track/3f4AsGGYt94t7g1lHcsa8D
Pop Latino,Mi Verdad (feat. Shakira),Una expresión honesta sobre lo que realmente siento.,"Maná, Shakira",https://open.spotify.com/track/3YmA3gZqlXl0MkwhkVKxRy
Urbana,Mi Vida Eres Tu,"El centro de mi existencia, la razón detrás de mi ser.",Sonyk El Dragón,https://open.spotify.com/track/5A2Hv1BwOY0WCfbo3U2ukA
Tropical,Mia,"Pertenezco a ti, pero no soy solo tuyo.",Eddie Santiago,https://open.spotify.com/track/3x4oECarDKCZxecqOYis52
Tropical,Mía,"Perteneciente a mí, en un sentido emocional profundo y exclusivo.",Eddie Santiago,https://open.spotify.com/track/6RCHqUodOWBkMBPiKYzJhP
Pop Anglo,Miami,Una ciudad soleada donde el ritmo y la fiesta nunca se detienen.,Will Smith,https://open.spotify.com/track/6e8Ou0wiqAzIpWb2eSxll8
Banda,Miel Con Licor,Dulce sustancia natural que se mezcla con una bebida que embriaga.,Christian Nodal,https://open.spotify.com/track/6i14LuDm0BEtjcfa3hjElq
Plancha,Miénteme...,"Engáñame, susurra lo que deseo oír, mientras el corazón se engaña.",Camilo Sesto,https://open.spotify.com/track/0dnmc1ci2MzQNuIqJkJc92
Pop Latino,Mientes,"Lo que haces al no decir la verdad, una falta que hiere el corazón.",Camila,https://open.spotify.com/track/5EhzE6HJaCcLFrf5rPqvpk
Pop Latino,Mientes Tan Bien,Engañas con tanta destreza que parece que lo haces a la perfección.,Sin Bandera,https://open.spotify.com/track/072YgF7J2clpY8DsWOpEri
Plancha,Mientras Me Sigas Necesitando,"Condición de dependencia emocional, mientras tu deseo permanezca en mi corazón.",Camilo Sesto,https://open.spotify.com/track/3U7cXZ5U6C9ut6ouV9TL6a
Pop Anglo,Million Reasons,"Contando hasta un millón, hay motivos que me impulsan a seguir.",Lady Gaga,https://open.spotify.com/track/7dZ1Odmx9jWIweQSatnRqo
Tropical,Mira Mi Piel,Observa el recubrimiento que me define y muestra mi esencia.,La Misma Gente,https://open.spotify.com/track/46yvlFqFEIMJsp6RNP4p1X
Urbana,Mírala Bien,"Observa con atención a esa mujer, la belleza está en los detalles.",Wisin & Yandel,https://open.spotify.com/track/04uA3BJ1Rj8DBKkpKCABJx
Urbana,Mírame,"Observa con atención, que te estoy mostrando mi verdadero yo.",Daddy Yankee,https://open.spotify.com/track/2uD8iz9c0XXDFwYgLJez1A
Urbana,Mírame,Observa mis ojos y verás mi historia en un instante.,"Blessd, Ovy On The Drums",https://open.spotify.com/track/2btNsI4OvcVl7SAHQQDHFB
Tropical,Mirándote,Observando la imagen de alguien que te hace sentir especial.,Frankie Ruiz,https://open.spotify.com/track/61HBVoReWHVKEhG3xSWGCK
Pop Anglo,Mirrors,"Reflejos de lo que somos, duplicados en una superficie brillante.",Justin Timberlake,https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV
Vallenato,Mis Hojas Secas,"Unas páginas que han perdido su frescura, recuerdos que ya no tienen vida.",Binomio de Oro de América,https://open.spotify.com/track/4KxUYbK7txurhQkqVmLhtJ
Urbana,Mis Ojos Lloran por Ti,"Aquello que permite ver, pero sufre una pérdida de humedad por tu causa.",Big Boy,https://open.spotify.com/track/0Vcl9VnjosNJZwcdRUdamR
Urbana,Mis Ojos Lloran Por Ti,Lágrimas fluyen de mis miradas debido a tu ausencia y la tristeza persistente.,"Big Boy, Angel Lopez",https://open.spotify.com/track/4fFgpzgSkmn3wajioLBPOr
Tropical,Miserable,Estado emocional de alguien que siente que la vida es una carga pesada.,Grupo Niche,https://open.spotify.com/track/0nJTWLMvzkCrkPixxTSzjY
Banda,MLP,Una combinación de un pequeño amigo y una pieza que hace música vibrar.,Yeison Jimenez,https://open.spotify.com/track/4DAMvNqHt0s8zJr6JwOoye
Urbana,Mojando Asientos (feat. Feid),"Humedeciendo el lugar donde te sientas, a menudo por momentos de espera.","Maluma, Feid",https://open.spotify.com/track/0LKu09Iq053CEUZ5ktQEWc
Vallenato,Momentos de Amor,"Instantes compartidos de afecto profundo, donde el corazón guarda su mayor tesoro.","Rafael Orozco, Binomio de Oro",https://open.spotify.com/track/2pX0FuidV0krQm6yy9DiQ3
Urbana,Mon Amour - Remix,"El término en francés para referirse a un ser querido, seguido de un fuerte sentimiento.","zzoilo, Aitana",https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
Urbana,Monastery,"Lugar de paz y reflexión, donde la espiritualidad se encuentra con la soledad.","Ryan Castro, Feid",https://open.spotify.com/track/0hwPOmpTn71SMU5wMSlXvL
Urbana,Monotonía,"Ritmo que se repite sin cambios, donde la emoción se siente desvanecer.","Shakira, Ozuna",https://open.spotify.com/track/6G12ZafqofSq7YtrMqUm76
Pop Anglo,Monster (Shawn Mendes & Justin Bieber),"Criatura temida que vive en la sombra, a veces es un reflejo de nosotros mismos.","Shawn Mendes, Justin Bieber",https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
Urbana,Morado,"El color que representa a la realeza y a la creatividad, mezclado en ritmos vibrantes.",J Balvin,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
Urbana,More,Cantidad adicional que uno desea o anhela intensamente.,"Zion, Jory Boy, Ken-Y",https://open.spotify.com/track/0Imc5xRXd0eV9Ln55M1kz6
Pop Anglo,More Than Words,"Lo que trasciende el lenguaje y los gestos, es más profundo que lo que se dice.",Extreme,https://open.spotify.com/track/1gVgkQFOKa8Wc1HYsJtPdH
Pop Latino,Morena mía,Un color oscuro y un término cariñoso que resuena en los corazones.,Miguel Bosé,https://open.spotify.com/track/0HmQkmfYXRPweIg1ycw1R8
Pop Anglo,Mother Mary,La figura materna que a menudo invocamos en momentos de necesidad.,Ghost Monroe,https://open.spotify.com/track/2zeMMghDtFx6CD5vRoy8ma
Pop Anglo,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","El arte de desplazarse con gracia, como lo hace un famoso vocalista.","Maroon 5, Christina Aguilera",https://open.spotify.com/track/7pYfyrMNPn3wtoCyqcTVoI
Vallenato,Muchacha Encantadora,Dama fascinante que atrapa miradas con su gracia y dulzura.,"Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/5ZsIeVJdQ0d4Xk6mjRz2Cz
Plancha,Muchachita,"Pequeña dama de mis sueños, en mis recuerdos siempre brillas.",Miguel Gallardo,https://open.spotify.com/track/3PyTaC8BN0de4KfYaQDtBs
Vallenato,Muere una Flor,"En un jardín, un ser hermoso pierde su vida, dejando tristeza en el aire.",Binomio de Oro,https://open.spotify.com/track/4jwcomHvO4p9pEM4goHIXS
Vallenato,Muero por Verla,"Anhelo intensamente presenciarla, como si esa mirada fuera un motivo vital.","Luis Mateus, La Nueva Generación",https://open.spotify.com/track/5EVNN3HFy2BuLsJsfLQVRf
Tropical,Mujer,"Ser del género femenino, con gracia y fuerza en su esencia.",Frankie Ruiz,https://open.spotify.com/track/4wZsvkrlYJ0t2APDhMdf7n
Tropical,Mujer de Novela,"Ser protagonista en una historia de amor, con giros que todos quieren ver.",Grupo Niche,https://open.spotify.com/track/0ql5YXad4srSRaBoSAnR9h
Tropical,Muneco de Papel,"Un juguete que se pliega fácilmente, hecho de un material ligero y moldeable.",La Misma Gente,https://open.spotify.com/track/5suwL1fDKcJ4jGBLNEueQJ
Banda,Murió El Amor,"El fin de un sentimiento profundo que se apaga, dejando solo silencio.",Paola Jara,https://open.spotify.com/track/2D6SrlLoIjmDX8xhCBA06n
Vallenato,Murió el Amor,"El sentimiento que se apaga, dejando un vacío en el corazón.","Los Chiches Vallenatos, Amin Martinez",https://open.spotify.com/track/3c6XfJv6XdO6lwv9LUBtFR
Plancha,Murió La Flor,Un pétalo que se marchita para siempre.,Los Angeles Negros,https://open.spotify.com/track/6PyXH8zknCSDFUMMpWlqmm
Urbana,Na De Na,"Sin nada, como un vacío que no deja rastro.","Angel Y Khriz, Gocho ""El Lápiz De Platino"", John Eric",https://open.spotify.com/track/2Jz1X6ZB0gkkCVgmeVGVGp
Banda,Nace Un Borracho,Surge un individuo que ama perder el control de su juicio y sensatez.,Christian Nodal,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
Tropical,Nada de Nada,"Lo opuesto a tener algo, en este caso, es no tener nada.",Marc Anthony,https://open.spotify.com/track/4CX96IInUaO0d6COMz62Qp
Tropical,Nada Sin Ti,"Sin tu presencia, todo carece de sentido; mi mundo se vuelve vacío y frío.",Jerry Rivera,https://open.spotify.com/track/4h0SQIfkKHJZ1FWVRQbW4H
Tropical,Nadie Como Ella,Una única persona que destaca entre todas las demás en su esencia.,Marc Anthony,https://open.spotify.com/track/17tppWCu7W5E2lozGQFJeE
Urbana,Nadie Como Tu,"Inigualable, ser único que llena mis días, no hay comparación.","Wisin & Yandel, Don Omar",https://open.spotify.com/track/4aODvtjwLMcNQ8x1xCw0uy
Tropical,Nadie Igual Que tu,"Incomparable, eres única en este mundo, nadie se le compara a tu esencia.",Maelo Ruiz,https://open.spotify.com/track/1E04xyii2FtGyCiAWgbm9k
Tropical,Nadie Mejor Que Tu,"Quien puede superarte no existe, solo tú brillando en mi mundo.",Eddie Santiago,https://open.spotify.com/track/0iqUmxR3LCmszLgyt7nOx9
Urbana,Nadie Sabe,Una persona que no tiene conocimiento de lo que sucede.,"Cheka, Michael Stuart",https://open.spotify.com/track/5kGGEaHEzrtqC4UJr8LiVR
Pop Anglo,Nasty,"Una palabra que describe algo atrevido y provocativo, a menudo mal visto por algunos.",Tinashe,https://open.spotify.com/track/6NjWCIYu1W8xa3HIvcIhd4
Pop Anglo,Neat Neat Neat,"Ordenado, ordenado, ordenado; un término que repite sin parar, ¿qué puede ser?",The Damned,https://open.spotify.com/track/4ECOvnBBOpMok5H9fiyS96
Tropical,Necesito,"A veces, en el amor, se siente una falta que es imperiosa.",Eddie Santiago,https://open.spotify.com/track/5dsvONcwN0KKLJQhadphSY
Tropical,Necesito un Amor,Un deseo profundo por la compañía de alguien especial que haga falta.,Antonio Cartagena,https://open.spotify.com/track/6rjh6tgY1lVoCtGdRQnt8h
Urbana,Necio (feat. Carlos Santana),Un tonto que insiste en un amor que no es correspondido.,"Romeo Santos, Carlos Santana",https://open.spotify.com/track/3DKWF8is9hzp84aSxnhlag
Pop Anglo,Never Be the Same,No volveré a experimentar lo que sentí antes; un cambio permanente.,Camila Cabello,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
Pop Anglo,Never Say Never,"Repite el término que significa ""nunca"" seguido de la afirmación que niega una terminación.","Justin Bieber, Jaden",https://open.spotify.com/track/5GYbkDveRD2I8M5ZJ14hWn
Pop Anglo,New Heart,"Un órgano que late de nuevo, renovando lo que estaba ausente.",Crash Adams,https://open.spotify.com/track/4yI7z3Qd7n53y42T3sk0dK
Tropical,Ni Como Amiga Ni Como Amante,No en la posición de compañera y tampoco en la de relación amorosa.,Grupo Niche,https://open.spotify.com/track/0tICoFVAlyWQmelDmPrxYA
Plancha,"Ni el Clavel, Ni la Rosa",Unas flores que no representan ese amor que se marchita.,Leonardo Favio,https://open.spotify.com/track/1QTunetzLI4BfmOs6MT9jc
Banda,Ni Me Debes Ni Te Debo,"No hay cuentas pendientes entre nosotros, solo un equilibrio en esta balanza.","Carín León, Camilo",https://open.spotify.com/track/1393rKYgZHNphZrdx1jWoN
Banda,Ni Parientes Somos,"La conexión que nunca tuvimos, aunque compartimos sangre y apellidos.",Los Tigres Del Norte,https://open.spotify.com/track/4ojie0yZMpxm8OdhSKItUE
Banda,Ni Que Fueras la Mas Buena,"No es que tengas una virtud excepcional, pero te crees admirable.",Alzate,https://open.spotify.com/track/3rbeV5mt1vaQP0p7Ts1E17
Tropical,Ni Siquiera,En un estado tan profundo que ni la duda puede entrar.,Antonio Cartagena,https://open.spotify.com/track/5dPy3sVgBlE7HSbI3n6LOp
Banda,Ni Tengo Ni Necesito,Carezco de posesiones y no añoro sus beneficios.,Yeison Jimenez,https://open.spotify.com/track/6829KtrgNt2ZwrsE19nTEd
Tropical,Ni Un Paso Atrás,No retrocederé ni un centímetro en mis convicciones.,Rafu Warner,https://open.spotify.com/track/7HFJHg0umVV59xJpKTRsjf
